data_extracao_utc,endpoint_origem,json_path_lista,src__indicador,src__ods,src__slug,src__label,src__unidade,src__descricao,src__metodo,src__objetivolongoprazo,src__justificativaobjetivolongoprazo,src__limiarverde,src__limiarvermelho,src__limiarinferior,src__referencia,src__type
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG10_DIF_FEM_NNN,10,diferenca-na-taxa-de-feminicidio-de-mulheres-ppi-e-ba,Diferença na taxa de feminicídio de mulheres PPI e BA,Diferença (entre taxas) (por 100 mil indivíduos),Diferença entre as Taxas de Feminicídio (100 mil mulheres) (PPI menos BA),DIFERENÇA ENTRE: {Taxa de Feminicídio de PPI [óbitos por causas externas (CID10 X89 a Y09 com vítimas mulheres de raça/cor PPI ÷ População de mulheres de raça/cor PPI (x100.000)]} ─ {Taxa de Feminicidio de  BA [óbitos por causas externas (CID10 X89 a Y09 com vítimas mulheres de raça/cor BA ÷ População de mulheres de raça/cor BA (x100.000)]}.,0.0,,1.0,2.5,5.0,DataSUS/SIM,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG10_HM_JUV_NNN,10,diferenca-na-taxa-de-homicidio-juvenil-masculino-entre-jovens-ppi-e-ba,Diferença na taxa de homicídio juvenil masculino entre jovens PPI e BA,Diferença (entre taxas) (por 100 mil indivíduos),Diferença entre as Taxas de Homicídio juvenil (15 a 29 anos) masculino (100 mil habitantes) (PPI menos BA),"DIFERENÇA ENTRE: {Taxa de homicídio juvenil de PPI [óbitos por causas externas (CID10 X89 a Y09, Y35 e Y36 com vítimas de raça/cor PPI, sexo masculino e idade de 15 a 29 anos ÷ População de raça/cor PPI, de sexo masculino e idade entre 15 a 29 anos(x100.000)]} ─ {Taxa de homicídio juvenil de BA [óbitos por causas externas (CID10 X89 a Y09, Y35 e Y36 com vítimas de raça/cor BA, sexo masculino e idade entre 15 a 29 anos ÷ População de raça/cor BA, de sexo masculino e idade entre 15 a 29 anos (x100.000)]}.",0.0,,1.0,2.5,5.0,DataSUS/SIM,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG10_6_RND_NGR,10,razao-do-rendimento-medio-real,Razão do rendimento médio real,Razão (R$),Razão do rendimento médio real entre PP e BA.,Rendimento médio real de PP ÷ Rendimento médio real de BA,1.0,,0.9,0.5,0.3,IBGE/Censo Demográfico 2010,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG10_4_ACEQP,10,acesso-a-equipamentos-da-atencao-basica-a-saude,Acesso a equipamentos da atenção básica à saúde,%,"Percentual de domicílios em assentamentos precários a mais de 1km de equipamentos de atenção básica. Foi considerada a ""Distância do Aglomerado Subnormal para o estabelecimento de saúde de atenção primária mais próximo"".",Número de domicílios em assentamentos precários a mais de 1 km de equipamento de atenção básica à saúde ÷ Número de domicílios em assentamentos precários (x100),0.0,,2.0,30.0,100.0,IBGE/Censo Demográfico 2010,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG10_35_VLC_LGBT,10,violencia-contra-a-populacao-lgbtqia,Violência contra a população LGBTQIA+,100 mil habitantes,Violência contra LGBTQI+,Número de notificações de violações dos DHs contra população LGBTQIA+ ÷ Número de habitantes (x100.000),0.0,,0.5,6.0,18.0,Disque Direitos Humanos (Disque 100)/Ministério dos Direitos Humanos e Cidadania; IBGE/Censo Demográfico 2022,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG10_PVCM_NNN,10,percentual-de-vereadores-eleitos-ppi,Percentual de vereadores eleitos PPI,%,"Percentual de Vereadores eleitos Pretos, Pardos e Indígenas",Total de Vereadores e vereadoras de raça/cor PPI ÷ Total de vereadores e vereadoras (x100),50.0,,50.0,40.0,30.0,TSE,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG11_3_VN1H,11,percentual-da-populacao-de-baixa-renda-com-tempo-de-deslocamento-ao-trabalho-superior-a-uma-hora,Percentual da população de baixa renda com tempo de deslocamento ao trabalho superior a uma hora,%,Percentual de pessoas que vivem em domicílios com renda per capita inferior a meio salário mínimo (em 2010) e que levam mais de uma hora até o trabalho.,"Número de pessoas ocupadas, de 10 anos ou mais de idade, que vivem em domicílios com renda per capita inferior a meio salário mínimo, de agosto de 2010, e que gastam mais de uma hora em deslocamento até o local de trabalho ÷ Total de pessoas ocupadas nessa faixa etária que vivem em domicílios com renda per capita inferior a meio salário mínimo, de agosto de 2010, e que retornam diariamente ao trabalho (x100)",0.0,,5.0,15.0,35.0,Atlas do Desenvolvimento Humano no Brasil,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG11_33_M_TRNS,11,mortes-no-transito,Mortes no trânsito,100 mil habitantes,"Número de mortes em acidentes de trânsito (CID10 V01-V99), por 100 mil habitantes.",Total de mortes no trânsito (CID10 V01-V99) ÷ População total do município (x100.000),0.0,,6.8,29.08,72.86,DataSUS/SIM/Óbitos por causas externas,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG11_4_P_P_SUBN,11,populacao-residente-em-favelas-e-comunidades-urbanas,População residente em favelas e comunidades urbanas,%,Percentual da população urbana que reside em favelas e comunidades urbanas (aglomerados subnormais) em relação à população total do município. População residente em Favelas e comunidades urbanas (2022) e aglomerados subnormais (2019).,Número de indivíduos residentes em favelas e comunidades urbanas ÷ População total do município (x100),0.0,,0.8,5.0,22.0,IBGE/Aglomerados Subnormais (2019); IBGE/Censo Demográfico 2022,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG11_5_DMC_FVL,11,domicilios-em-favelas-e-comunidades-urbanas,Domicílios em favelas e comunidades urbanas,%,Total de domicílios em favelas e comunidades urbanas sobre o total de domicílios.,Total de domicílios em favelas e comunidades urbanas ÷ Total de domicílios (x100),0.0,,1.04,5.55,13.12,IBGE/Aglomerados Subnormais (2019); IBGE/Censo Demográfico 2022,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG11_5_EQP_ESP,11,equipamentos-esportivos-municipais,Equipamentos esportivos municipais,100 mil habitantes,Número total de equipamentos esportivos públicos sob gestão municipal para cada 100 mil habitantes.,Número total de equipamentos esportivos públicos sob gestão municipal ÷ População total do município (x100.000),142.51,,28.66,6.61,0.0,IBGE/MUNIC - Pesquisa de Informações Básicas Municipais - versão 2021,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG12_2_RSD_SLD,12,residuos-solidos-domiciliares-coletados-per-capita,Resíduos sólidos domiciliares coletados per capita,kg/dia/habitante,Massa de resíduos domiciliares e públicos (rdo+rpu) coletada per capita em relação à população total atendida pelo serviço de coleta. Índice calculado pelo SNIS. Referência: RS-IN028.,Massa de resíduos domiciliares e públicos (rdo+rpu) coletada per capita em relação à população total atendida pelo serviço de coleta (IRS1005 do SINISA),1.0,,1.5,2.0,3.2,SINISA/Ministério das Cidades,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG12_3_RSUREC,12,recuperacao-de-residuos-solidos-urbanos-coletados-seletivamente,Recuperação de resíduos sólidos urbanos coletados seletivamente,%,Taxa de recuperação de materiais recicláveis (exceto matéria orgânica e rejeitos) em relação à quantidade total coletada (RS_IN031-SNIS). Índice calculado pelo SNIS.,Materiais recicláveis recuperados ÷ Materiais recicláveis coletados (x100),60.01,,25.48,3.74,0.0,SINISA/Ministério das Cidades,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG12_9_CLT_SEL,12,populacao-atendida-com-coleta-seletiva,População atendida com coleta seletiva,%,População urbana  atendida com coleta seletiva sobre a população urbana total (RS_IN030-SNIS),População urbana do município atendida com a coleta seletiva ÷ População urbana total (x100) - (IRS0005 do SINISA),100.0,,70.0,60.0,0.0,SINISA/Ministério das Cidades,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG13_2_CO2,13,emissoes-de-coe-per-capita,Emissões de CO²e per capita,ton de CO²e per capita,Emissões Líquidas de CO2 (t) (GWP - AR6) por habitante,"Emissões Líquidas (quantidade de CO2 emitido - quantidade de CO2 removido, em CO2 (t) GWP - AR6)  ÷ População do município",0.0,,2.0,4.0,20.0,Sistema de Estimativas de Emissões e Remoções de Gases de Efeito Estufa (SEEG); IBGE/Censo Demográfico 2022,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG13_3_FCCLR,13,concentracao-de-focos-de-queimadas,Concentração de focos de queimadas,mil focos,Participação do município no total de queimadas do Brasil.,Número de focos de queimadas identificados no município ÷ Número de focos de queimadas identificados no Brasil (x1.000),0.0,,0.18,1.05,1.63,INPE-Programa Queimadas-Dados Abertos-Focos de Queimadas e Incêndios,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG13_4_PREV,13,estrategias-para-gestao-de-riscos-e-prevencao-a-desastres-ambientais,Estratégias para gestão de riscos e prevenção a desastres ambientais,%,"O indicador consiste na quantidade de respostas às estratégias igual a ""Sim"" (adotadas) dividido pelo total de 25 estratégias recomendadas.",Número de estratégias adotadas ÷ Número de estratégias recomendadas (25) (x100),100.0,,80.0,20.0,0.0,IBGE/MUNIC - Pesquisa de Informações Básicas Municipais,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG16_TRANSP,16,grau-de-estruturacao-das-politicas-de-transparencia,Grau de estruturação das políticas de transparência,%,Proporção de instrumentos de transparêcia governamental.,Número de instrumentos e políticas de transparência existentes no município ÷ Número de instrumentos e políticas de transparência disponíveis (5 no total) (x100),100.0,,80.0,20.0,0.0,IBGE/MUNIC - Pesquisa de Informações Básicas Municipais,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG17_1_INVST_PB,17,investimento-publico,Investimento público,R$ per capita,"Investimento público per capita, por município.","Investimento público por município (SICONFI: ""Despesas Orçamentárias""->""Despesas Liquidadas"" ->""Conta: 4.4.00.00.00.00 - Investimentos"") ÷ Número de habitantes",2253.88,,563.26,239.11,60.79,SICONFI,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG11_6_NGR_SUBN,11,percentual-da-populacao-pp-em-favelas-e-comunidades-urbanas,Percentual da população PP em favelas e comunidades urbanas,%,Percentual da população PP em em favelas e comunidades urbanas.,Número de PP em em favelas e comunidades urbanas ÷ Total da população em em favelas e comunidades urbanas (x100),0.0,,1.0,5.0,27.0,IBGE/Censo Demográfico 2022,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG13_PDAR,13,proporcao-de-domicilios-em-areas-de-risco,Proporção de domicílios em áreas de risco,,"Indicador de domicílios particulares permanentes expostos a desastres naturais. Dado oriundo da Base Territorial Estatística de Áreas de Risco (BATER), gerado pelo IBGE no ano de 2018 em consórcio com instituições que produzem as áreas de risco, como a CPRM. A produção do BATER foi produto da associação de dados sociodemográficos às áreas de risco de inundações, enxurradas e movimentos de massa para os municípios monitorados pelo CEMADEN. A produção do BATER constitui um dos principais eixos da prevenção aos desastres naturais do Plano Nacional de Gestão de Riscos e Respostas a desastres. Este indicador foi elaborado pelo cômputo do total de domicílios permanentes em áreas de risco para cada município. A normalização dos valores considerou apenas o conjunto de municípios que continham domicílios em áreas de risco, sendo atribuído o valor 0,3 como valor mínimo e 1 como valor máximo. Aos municípios sem domicílios mapeados em áreas de risco foi atribuído o valor zero. Foi aplicada a técnica de winsorization para o tratamento de outliers ao conjunto de municípios que continham domicílios em áreas de risco.",Proporção de domicílios em áreas de risco,0.0,,0.19,0.8,1.0,"Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.

IBGE, Instituto Brasileiro de Geografia e Estatística. População em áreas de risco no Brasil. Rio de Janeiro, RJ: IBGE, 2018.IBGE, Instituto Brasileiro de Geografia e Estatística. População em áreas de risco no Brasil. Rio de Janeiro, RJ: IBGE, 2018.

PBMC, 2016: Mudanças Climáticas e Cidades. Relatório Especial do Painel Brasileiro de Mudanças Climáticas [Ribeiro, S.K., Santos, A.S. (Eds.)]. PBMC, COPPE – UFRJ. Rio de Janeiro, Brasil. 98p.

INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. Climate Change 2014: Synthesis Report. Working Groups I, II and III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Core Writing Team, R.K. Pachauri and L.A. Meyer (eds.)]. IPCC, Geneva, Switzerland, 151 pp.",indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG13_6_TRNS_SL,13,percentual-do-municipio-desflorestado,Percentual do município desflorestado,%,Percentual de áreas convertidas (hectares de cobertura florestal + hectares de áreas naturais não florestais destinados para a agropecuária ou que se transformaram em áreas não vegetadas) sobre a área total do município (em hectares). Dados são do MapBiomas: https://mapbiomas.org/estatisticas.,"Áreas convertidas (ha) ÷ Área total do município (ha) (x100)

Dados são do MapBiomas: https://mapbiomas.org/estatisticas: (Base--> Cobertura e transições municípios)

(Filtro--> ""From_class"": 3, 4, 5, 11, 12, 13, 23, 33, 50; ""To_class"": 15,20,21, 24, 25, 31, 41, 48)",0.0,,0.05,0.5,1.5,MapBiomas,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG14_1_ESGT,14,esgoto-tratado-antes-de-chegar-ao-mar-rios-e-corregos,"Esgoto tratado antes de chegar ao mar, rios e córregos",%,"Percentual do esgoto tratado antes de chegar ao mar, rios e córregos sobre o total de esgoto que chega ao mar.","Número total, em metros cúbicos (m³), de esgoto tratado antes de chegar ao mar, rios e córregos ÷ Número total, em metros cúbicos (m³), esgoto total que chegar ao mar, rios e córregos (x100)",100.0,,70.0,40.0,0.0,Atlas Esgotos/SNIRH/ANA,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG15_2_FLOR,15,hectare-de-areas-florestadas-e-naturais-por-habitante,Hectare de áreas florestadas e naturais por habitante,Ha/hab,"Taxa de formações florestais naturais por habitante. 

Dados são do MapBiomas: https://mapbiomas.org/estatisticas: Áreas Florestadas e Naturais (ha) dividido pela população do ano correspondente.","Tabela ""Cobertura Municípios"" MapBiomas: Level 1=Classe 1-Floresta (ha) + Level1=Classe 2-Formação Natural não Florestal (ha) ÷ População total do ano subsequente",146.6,,25.25,8.94,0.15,MapBiomas; IBGE/Censo Demográfico 2022,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG15_8_UNI_CNS,15,unidades-de-conservacao-de-protecao-integral-e-uso-sustentavel,Unidades de conservação de proteção integral e uso sustentável,%,"Proporção do território ocupado por Unidades de Conservação de proteção integral e uso sustentável (municipais, estaduais e federais).",Área delimitada por unidades de conservação de proteção integral e uso sustentável ÷ Área total do município (x100),100.0,,28.69,7.97,0.0,Ministério do Meio Ambiente,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG15_PRTAMB,15,grau-de-maturidade-dos-instrumentos-de-financiamento-da-protecao-ambiental,Grau de maturidade dos instrumentos de financiamento da proteção ambiental,%,Proporção de instrumentos de gestão e financiamento da proteção ambiental.,Número de instrumentos de financiamento da proteção existente no município ÷ Número de instrumentos de financiamento da proteção ambiental disponíveis (5 no total) (x100),100.0,,80.0,20.0,0.0,IBGE/MUNIC - Pesquisa de Informações Básicas Municipais,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG16_1_OB_HM,16,homicidio-juvenil-masculino,Homicídio juvenil masculino,100 mil habitantes,"Número de óbitos por causa externa (CID X89 a Y09, Y35 e Y36), sexo masculino, na faixa etária de 15 a 29 anos (inclusive) ocorridos no município, por 100 mil habitantes do sexo masculino, de 15 a 29 anos.","Número total de mortes por homicídio de jovens homens com idade entre 15 e 29 anos (CID10 X89 a Y09, Y35 e Y36) ÷ População masculina na faixa etária de 15 a 29 anos (x100.000)",0.0,,0.5,4.0,22.0,DataSUS/SIM,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG16_4_TX_HMC,16,taxa-de-homicidio,Taxa de homicídio,100 mil habitantes,"Número de mortes por homicídio ocorridos no município, por 100 mil habitantes.","Número total de mortes por homicídio (CID10 X89 a Y09, Y35 e Y36) ÷ População total (x100.000)",0.0,,1.5,3.0,38.0,DataSUS/SIM/Óbitos por causas externas,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG16_3_M_ARM_FG,16,mortes-por-armas-de-fogo,Mortes por armas de fogo,100 mil habitantes,"Número de óbitos por armas de fogo por homicídio (CID10: X93, X94 e X95) por 100 mil habitantes.","Número de óbitos por armas de fogo por homicídio (CID10: X93, X94 e X95) ÷ População total do município (x100.000)",0.0,,0.25,1.0,1.5,DataSUS/SIM/Óbitos por causas externas,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG16_CRP,16,grau-de-estruturacao-da-politica-de-controle-interno-e-combate-a-corrupcao,Grau de estruturação da política de controle interno e combate à corrupção,%,Proporção de instrumentos da política de controle interno e combate à corrupção.,Número de instrumentos e políticas de controle interno e combate à corrupção  existentes no município ÷ Número de instrumentos e políticas de controle interno e combate à corrupção disponíveis (7 no total) (x100),100.0,,80.0,20.0,0.0,IBGE/MUNIC - Pesquisa de Informações Básicas Municipais,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG16_DRTHMN,16,grau-de-estruturacao-das-politicas-de-participacao-e-promocao-de-direitos-humanos,Grau de estruturação das políticas de participação e promoção de direitos humanos,%,Proporção de instrumentos de políticas de participação e direitos humanos.,Número de conselhos temáticos existentes no município ÷ Número total de conselhos disponíveis (7 no total) (x100),100.0,,80.0,20.0,0.0,IBGE/MUNIC - Pesquisa de Informações Básicas Municipais,indicator
2026-09-01T10:54:12Z,buscarInfoIndicadorIdsc,root,SDG17_3_P_RC_TRB,17,total-de-receitas-municipais-arrecadadas,Total de receitas municipais arrecadadas,%,Valor de receitas propriamente municipais arrecadadas sobre o total de receitas do município,"Valor de receitas propriamente municipais arrecadadas (SICONFI:: ""Receita orçamentária""->""Receitas brutas realizadas""->""Conta 1.1.0.0.00.0.0-Impostos, Taxas e Contribuições de melhoria"" ÷ Valor total de receitas do município (SICONFI:""Receita orçamentária""->""Receitas brutas realizadas""->""Total das receitas"") (x100)",51.35,,19.73,3.9,1.19,SICONFI,indicator
