data_extracao_utc,endpoint_origem,json_path_lista,src__id,src__name,src__state,src__population,src__currentyear,src__lastyear,src__odslist,src__signataria
2026-08-26T22:38:28Z,buscarPanoramaOdsCidades,root,3121308,Descoberto (MG),Minas Gerais,4928,2025,2015,"[{""goal"":1,""variationValue"":-14.09,""variationScale"":""DOWN"",""currentScore"":49.12,""lastScore"":56.04},{""goal"":2,""variationValue"":-38.28,""variationScale"":""DOWN"",""currentScore"":45.43,""lastScore"":62.82},{""goal"":3,""variationValue"":-7.71,""variationScale"":""DOWN"",""currentScore"":74.67,""lastScore"":80.43},{""goal"":4,""variationValue"":-2.79,""variationScale"":""EQUAL"",""currentScore"":55.26,""lastScore"":56.8},{""goal"":5,""variationValue"":39.16,""variationScale"":""UP"",""currentScore"":70.99,""lastScore"":43.19},{""goal"":6,""variationValue"":17.81,""variationScale"":""UP"",""currentScore"":63.46,""lastScore"":52.16},{""goal"":7,""variationValue"":-13.53,""variationScale"":""DOWN"",""currentScore"":87.81,""lastScore"":99.69},{""goal"":8,""variationValue"":-27.06,""variationScale"":""DOWN"",""currentScore"":43.97,""lastScore"":55.87},{""goal"":9,""variationValue"":-726.45,""variationScale"":""DOWN"",""currentScore"":6.05,""lastScore"":50.0},{""goal"":10,""variationValue"":-12.51,""variationScale"":""DOWN"",""currentScore"":65.81,""lastScore"":74.04},{""goal"":11,""variationValue"":-5.29,""variationScale"":""DOWN"",""currentScore"":84.3,""lastScore"":88.76},{""goal"":12,""variationValue"":11.37,""variationScale"":""UP"",""currentScore"":68.66,""lastScore"":60.85},{""goal"":13,""variationValue"":-11.78,""variationScale"":""DOWN"",""currentScore"":73.58,""lastScore"":82.25},{""goal"":14,""variationValue"":0.0,""variationScale"":""EQUAL"",""currentScore"":0.0,""lastScore"":0.0},{""goal"":15,""variationValue"":86.17,""variationScale"":""UP"",""currentScore"":20.25,""lastScore"":2.8},{""goal"":16,""variationValue"":-37.7,""variationScale"":""DOWN"",""currentScore"":72.62,""lastScore"":100.0},{""goal"":17,""variationValue"":21.04,""variationScale"":""UP"",""currentScore"":9.98,""lastScore"":7.88}]",False
2026-08-26T22:38:28Z,buscarPanoramaOdsCidades,root,4312906,Nova Bassano (RS),Rio Grande do Sul,9649,2025,2015,"[{""goal"":1,""variationValue"":-12.64,""variationScale"":""DOWN"",""currentScore"":49.06,""lastScore"":55.26},{""goal"":2,""variationValue"":-72.32,""variationScale"":""DOWN"",""currentScore"":38.37,""lastScore"":66.12},{""goal"":3,""variationValue"":-5.24,""variationScale"":""DOWN"",""currentScore"":77.32,""lastScore"":81.37},{""goal"":4,""variationValue"":10.74,""variationScale"":""UP"",""currentScore"":60.45,""lastScore"":53.96},{""goal"":5,""variationValue"":52.2,""variationScale"":""UP"",""currentScore"":61.3,""lastScore"":29.3},{""goal"":6,""variationValue"":41.23,""variationScale"":""UP"",""currentScore"":72.89,""lastScore"":42.84},{""goal"":7,""variationValue"":-13.41,""variationScale"":""DOWN"",""currentScore"":87.68,""lastScore"":99.44},{""goal"":8,""variationValue"":-6.94,""variationScale"":""DOWN"",""currentScore"":67.85,""lastScore"":72.56},{""goal"":9,""variationValue"":-1.29,""variationScale"":""EQUAL"",""currentScore"":6.19,""lastScore"":6.27},{""goal"":10,""variationValue"":19.2,""variationScale"":""UP"",""currentScore"":67.77,""lastScore"":54.76},{""goal"":11,""variationValue"":-15.12,""variationScale"":""DOWN"",""currentScore"":78.48,""lastScore"":90.35},{""goal"":12,""variationValue"":-23.91,""variationScale"":""DOWN"",""currentScore"":64.88,""lastScore"":80.39},{""goal"":13,""variationValue"":21.76,""variationScale"":""UP"",""currentScore"":75.5,""lastScore"":59.07},{""goal"":14,""variationValue"":0.0,""variationScale"":""EQUAL"",""currentScore"":0.0,""lastScore"":0.0},{""goal"":15,""variationValue"":92.95,""variationScale"":""UP"",""currentScore"":20.13,""lastScore"":1.42},{""goal"":16,""variationValue"":-136.52,""variationScale"":""DOWN"",""currentScore"":42.28,""lastScore"":100.0},{""goal"":17,""variationValue"":55.8,""variationScale"":""UP"",""currentScore"":21.72,""lastScore"":9.6}]",False
2026-08-26T22:38:28Z,buscarPanoramaOdsCidades,root,2300606,Altaneira (CE),Ceará,6782,2025,2015,"[{""goal"":1,""variationValue"":-67.04,""variationScale"":""DOWN"",""currentScore"":26.82,""lastScore"":44.8},{""goal"":2,""variationValue"":-33.13,""variationScale"":""DOWN"",""currentScore"":47.57,""lastScore"":63.33},{""goal"":3,""variationValue"":-7.07,""variationScale"":""DOWN"",""currentScore"":69.32,""lastScore"":74.22},{""goal"":4,""variationValue"":37.47,""variationScale"":""UP"",""currentScore"":71.81,""lastScore"":44.9},{""goal"":5,""variationValue"":-6.69,""variationScale"":""DOWN"",""currentScore"":49.95,""lastScore"":53.29},{""goal"":6,""variationValue"":9.82,""variationScale"":""UP"",""currentScore"":70.57,""lastScore"":63.64},{""goal"":7,""variationValue"":-22.43,""variationScale"":""DOWN"",""currentScore"":76.4,""lastScore"":93.54},{""goal"":8,""variationValue"":-17.34,""variationScale"":""DOWN"",""currentScore"":35.29,""lastScore"":41.41},{""goal"":9,""variationValue"":-40.65,""variationScale"":""DOWN"",""currentScore"":35.55,""lastScore"":50.0},{""goal"":10,""variationValue"":8.05,""variationScale"":""UP"",""currentScore"":73.01,""lastScore"":67.13},{""goal"":11,""variationValue"":-8.07,""variationScale"":""DOWN"",""currentScore"":90.75,""lastScore"":98.07},{""goal"":12,""variationValue"":36.6,""variationScale"":""UP"",""currentScore"":52.57,""lastScore"":33.33},{""goal"":13,""variationValue"":-20.88,""variationScale"":""DOWN"",""currentScore"":78.72,""lastScore"":95.16},{""goal"":14,""variationValue"":0.0,""variationScale"":""EQUAL"",""currentScore"":25.64,""lastScore"":25.64},{""goal"":15,""variationValue"":98.34,""variationScale"":""UP"",""currentScore"":34.29,""lastScore"":0.57},{""goal"":16,""variationValue"":-102.95,""variationScale"":""DOWN"",""currentScore"":32.54,""lastScore"":66.04},{""goal"":17,""variationValue"":48.27,""variationScale"":""UP"",""currentScore"":21.09,""lastScore"":10.91}]",False
2026-08-26T22:38:28Z,buscarPanoramaOdsCidades,root,3157203,Santa Bárbara (MG),Minas Gerais,30466,2025,2015,"[{""goal"":1,""variationValue"":-62.21,""variationScale"":""DOWN"",""currentScore"":40.49,""lastScore"":65.68},{""goal"":2,""variationValue"":7.51,""variationScale"":""UP"",""currentScore"":51.96,""lastScore"":48.06},{""goal"":3,""variationValue"":-7.73,""variationScale"":""DOWN"",""currentScore"":71.5,""lastScore"":77.03},{""goal"":4,""variationValue"":13.06,""variationScale"":""UP"",""currentScore"":63.48,""lastScore"":55.19},{""goal"":5,""variationValue"":63.37,""variationScale"":""UP"",""currentScore"":48.67,""lastScore"":17.83},{""goal"":6,""variationValue"":-23.24,""variationScale"":""DOWN"",""currentScore"":50.35,""lastScore"":62.05},{""goal"":7,""variationValue"":-6.42,""variationScale"":""DOWN"",""currentScore"":91.03,""lastScore"":96.87},{""goal"":8,""variationValue"":5.49,""variationScale"":""UP"",""currentScore"":41.9,""lastScore"":39.6},{""goal"":9,""variationValue"":-147.92,""variationScale"":""DOWN"",""currentScore"":17.57,""lastScore"":43.56},{""goal"":10,""variationValue"":17.27,""variationScale"":""UP"",""currentScore"":68.63,""lastScore"":56.78},{""goal"":11,""variationValue"":-13.59,""variationScale"":""DOWN"",""currentScore"":71.1,""lastScore"":80.76},{""goal"":12,""variationValue"":45.47,""variationScale"":""UP"",""currentScore"":61.12,""lastScore"":33.33},{""goal"":13,""variationValue"":-19.34,""variationScale"":""DOWN"",""currentScore"":72.54,""lastScore"":86.57},{""goal"":14,""variationValue"":0.0,""variationScale"":""EQUAL"",""currentScore"":0.0,""lastScore"":0.0},{""goal"":15,""variationValue"":96.67,""variationScale"":""UP"",""currentScore"":43.55,""lastScore"":1.45},{""goal"":16,""variationValue"":78.43,""variationScale"":""UP"",""currentScore"":65.37,""lastScore"":14.1},{""goal"":17,""variationValue"":36.59,""variationScale"":""UP"",""currentScore"":32.58,""lastScore"":20.66}]",False
2026-08-26T22:38:28Z,buscarPanoramaOdsCidades,root,3131505,Ipuiúna (MG),Minas Gerais,9135,2025,2015,"[{""goal"":1,""variationValue"":-22.76,""variationScale"":""DOWN"",""currentScore"":45.82,""lastScore"":56.25},{""goal"":2,""variationValue"":-34.29,""variationScale"":""DOWN"",""currentScore"":51.09,""lastScore"":68.61},{""goal"":3,""variationValue"":-4.67,""variationScale"":""EQUAL"",""currentScore"":81.34,""lastScore"":85.14},{""goal"":4,""variationValue"":34.6,""variationScale"":""UP"",""currentScore"":61.76,""lastScore"":40.39},{""goal"":5,""variationValue"":71.7,""variationScale"":""UP"",""currentScore"":72.08,""lastScore"":20.4},{""goal"":6,""variationValue"":2.41,""variationScale"":""EQUAL"",""currentScore"":60.98,""lastScore"":59.51},{""goal"":7,""variationValue"":-9.47,""variationScale"":""DOWN"",""currentScore"":89.99,""lastScore"":98.51},{""goal"":8,""variationValue"":-31.76,""variationScale"":""DOWN"",""currentScore"":44.71,""lastScore"":58.91},{""goal"":9,""variationValue"":-160.76,""variationScale"":""DOWN"",""currentScore"":8.64,""lastScore"":22.53},{""goal"":10,""variationValue"":-0.13,""variationScale"":""EQUAL"",""currentScore"":52.86,""lastScore"":52.93},{""goal"":11,""variationValue"":-29.74,""variationScale"":""DOWN"",""currentScore"":60.99,""lastScore"":79.13},{""goal"":12,""variationValue"":54.13,""variationScale"":""UP"",""currentScore"":72.66,""lastScore"":33.33},{""goal"":13,""variationValue"":-9.23,""variationScale"":""DOWN"",""currentScore"":75.05,""lastScore"":81.98},{""goal"":14,""variationValue"":0.0,""variationScale"":""EQUAL"",""currentScore"":0.0,""lastScore"":0.0},{""goal"":15,""variationValue"":89.66,""variationScale"":""UP"",""currentScore"":18.66,""lastScore"":1.93},{""goal"":16,""variationValue"":14.5,""variationScale"":""UP"",""currentScore"":80.16,""lastScore"":68.54},{""goal"":17,""variationValue"":38.04,""variationScale"":""UP"",""currentScore"":14.93,""lastScore"":9.25}]",False
2026-08-26T22:38:28Z,buscarPanoramaOdsCidades,root,2304459,Fortim (CE),Ceará,17294,2025,2015,"[{""goal"":1,""variationValue"":15.46,""variationScale"":""UP"",""currentScore"":52.99,""lastScore"":44.8},{""goal"":2,""variationValue"":7.86,""variationScale"":""UP"",""currentScore"":47.72,""lastScore"":43.97},{""goal"":3,""variationValue"":1.65,""variationScale"":""EQUAL"",""currentScore"":75.65,""lastScore"":74.4},{""goal"":4,""variationValue"":33.53,""variationScale"":""UP"",""currentScore"":64.9,""lastScore"":43.14},{""goal"":5,""variationValue"":11.22,""variationScale"":""UP"",""currentScore"":40.65,""lastScore"":36.09},{""goal"":6,""variationValue"":43.14,""variationScale"":""UP"",""currentScore"":67.09,""lastScore"":38.15},{""goal"":7,""variationValue"":-18.25,""variationScale"":""DOWN"",""currentScore"":79.28,""lastScore"":93.75},{""goal"":8,""variationValue"":-14.89,""variationScale"":""DOWN"",""currentScore"":28.14,""lastScore"":32.33},{""goal"":9,""variationValue"":-359.14,""variationScale"":""DOWN"",""currentScore"":10.89,""lastScore"":50.0},{""goal"":10,""variationValue"":-31.71,""variationScale"":""DOWN"",""currentScore"":60.8,""lastScore"":80.08},{""goal"":11,""variationValue"":-1.43,""variationScale"":""EQUAL"",""currentScore"":90.38,""lastScore"":91.67},{""goal"":12,""variationValue"":66.67,""variationScale"":""UP"",""currentScore"":100.0,""lastScore"":33.33},{""goal"":13,""variationValue"":-26.3,""variationScale"":""DOWN"",""currentScore"":74.48,""lastScore"":94.07},{""goal"":14,""variationValue"":0.0,""variationScale"":""EQUAL"",""currentScore"":0.0,""lastScore"":0.0},{""goal"":15,""variationValue"":96.66,""variationScale"":""UP"",""currentScore"":33.53,""lastScore"":1.12},{""goal"":16,""variationValue"":71.18,""variationScale"":""UP"",""currentScore"":43.82,""lastScore"":12.63},{""goal"":17,""variationValue"":74.58,""variationScale"":""UP"",""currentScore"":21.36,""lastScore"":5.43}]",False
2026-08-26T22:38:28Z,buscarPanoramaOdsCidades,root,3554201,Tejupá (SP),São Paulo,4127,2025,2015,"[{""goal"":1,""variationValue"":-1.6,""variationScale"":""EQUAL"",""currentScore"":61.88,""lastScore"":62.87},{""goal"":2,""variationValue"":-45.85,""variationScale"":""DOWN"",""currentScore"":43.1,""lastScore"":62.86},{""goal"":3,""variationValue"":-0.15,""variationScale"":""EQUAL"",""currentScore"":75.56,""lastScore"":75.67},{""goal"":4,""variationValue"":28.28,""variationScale"":""UP"",""currentScore"":64.54,""lastScore"":46.29},{""goal"":5,""variationValue"":36.82,""variationScale"":""UP"",""currentScore"":45.52,""lastScore"":28.76},{""goal"":6,""variationValue"":42.75,""variationScale"":""UP"",""currentScore"":63.02,""lastScore"":36.08},{""goal"":7,""variationValue"":-19.13,""variationScale"":""DOWN"",""currentScore"":82.43,""lastScore"":98.2},{""goal"":8,""variationValue"":-23.44,""variationScale"":""DOWN"",""currentScore"":53.71,""lastScore"":66.3},{""goal"":9,""variationValue"":-2227.54,""variationScale"":""DOWN"",""currentScore"":1.38,""lastScore"":32.12},{""goal"":10,""variationValue"":0.29,""variationScale"":""EQUAL"",""currentScore"":68.19,""lastScore"":67.99},{""goal"":11,""variationValue"":5.09,""variationScale"":""UP"",""currentScore"":88.35,""lastScore"":83.85},{""goal"":12,""variationValue"":-4.4,""variationScale"":""EQUAL"",""currentScore"":66.54,""lastScore"":69.47},{""goal"":13,""variationValue"":6.85,""variationScale"":""UP"",""currentScore"":70.18,""lastScore"":65.37},{""goal"":14,""variationValue"":0.0,""variationScale"":""EQUAL"",""currentScore"":0.0,""lastScore"":0.0},{""goal"":15,""variationValue"":86.1,""variationScale"":""UP"",""currentScore"":29.92,""lastScore"":4.16},{""goal"":16,""variationValue"":-57.51,""variationScale"":""DOWN"",""currentScore"":63.49,""lastScore"":100.0},{""goal"":17,""variationValue"":45.05,""variationScale"":""UP"",""currentScore"":13.83,""lastScore"":7.6}]",False
2026-08-26T22:38:28Z,buscarPanoramaOdsCidades,root,3145802,Onça de Pitangui (MG),Minas Gerais,2969,2025,2015,"[{""goal"":1,""variationValue"":-7.54,""variationScale"":""DOWN"",""currentScore"":51.56,""lastScore"":55.45},{""goal"":2,""variationValue"":6.81,""variationScale"":""UP"",""currentScore"":40.81,""lastScore"":38.03},{""goal"":3,""variationValue"":-0.01,""variationScale"":""EQUAL"",""currentScore"":82.25,""lastScore"":82.26},{""goal"":4,""variationValue"":24.05,""variationScale"":""UP"",""currentScore"":76.18,""lastScore"":57.86},{""goal"":5,""variationValue"":68.36,""variationScale"":""UP"",""currentScore"":58.51,""lastScore"":18.51},{""goal"":6,""variationValue"":-3.9,""variationScale"":""EQUAL"",""currentScore"":44.07,""lastScore"":45.79},{""goal"":7,""variationValue"":-11.69,""variationScale"":""DOWN"",""currentScore"":88.08,""lastScore"":98.38},{""goal"":8,""variationValue"":-30.38,""variationScale"":""DOWN"",""currentScore"":48.29,""lastScore"":62.96},{""goal"":9,""variationValue"":-5830.88,""variationScale"":""DOWN"",""currentScore"":0.68,""lastScore"":40.33},{""goal"":10,""variationValue"":-2.25,""variationScale"":""EQUAL"",""currentScore"":74.76,""lastScore"":76.44},{""goal"":11,""variationValue"":15.55,""variationScale"":""UP"",""currentScore"":98.58,""lastScore"":83.25},{""goal"":12,""variationValue"":61.81,""variationScale"":""UP"",""currentScore"":87.27,""lastScore"":33.33},{""goal"":13,""variationValue"":11.73,""variationScale"":""UP"",""currentScore"":62.83,""lastScore"":55.46},{""goal"":14,""variationValue"":0.0,""variationScale"":""EQUAL"",""currentScore"":0.0,""lastScore"":0.0},{""goal"":15,""variationValue"":62.94,""variationScale"":""UP"",""currentScore"":14.03,""lastScore"":5.2},{""goal"":16,""variationValue"":-117.68,""variationScale"":""DOWN"",""currentScore"":45.94,""lastScore"":100.0},{""goal"":17,""variationValue"":74.8,""variationScale"":""UP"",""currentScore"":17.74,""lastScore"":4.47}]",False
2026-08-26T22:38:28Z,buscarPanoramaOdsCidades,root,4124004,Santana do Itararé (PR),Paraná,5514,2025,2015,"[{""goal"":1,""variationValue"":-12.66,""variationScale"":""DOWN"",""currentScore"":48.03,""lastScore"":54.11},{""goal"":2,""variationValue"":-37.06,""variationScale"":""DOWN"",""currentScore"":48.97,""lastScore"":67.12},{""goal"":3,""variationValue"":-10.55,""variationScale"":""DOWN"",""currentScore"":77.9,""lastScore"":86.12},{""goal"":4,""variationValue"":26.76,""variationScale"":""UP"",""currentScore"":67.19,""lastScore"":49.21},{""goal"":5,""variationValue"":57.28,""variationScale"":""UP"",""currentScore"":65.99,""lastScore"":28.19},{""goal"":6,""variationValue"":8.9,""variationScale"":""UP"",""currentScore"":76.41,""lastScore"":69.61},{""goal"":7,""variationValue"":-23.04,""variationScale"":""DOWN"",""currentScore"":79.4,""lastScore"":97.69},{""goal"":8,""variationValue"":-5.51,""variationScale"":""DOWN"",""currentScore"":42.44,""lastScore"":44.78},{""goal"":9,""variationValue"":-336.36,""variationScale"":""DOWN"",""currentScore"":4.18,""lastScore"":18.24},{""goal"":10,""variationValue"":-20.53,""variationScale"":""DOWN"",""currentScore"":56.15,""lastScore"":67.68},{""goal"":11,""variationValue"":-7.7,""variationScale"":""DOWN"",""currentScore"":75.41,""lastScore"":81.22},{""goal"":12,""variationValue"":56.18,""variationScale"":""UP"",""currentScore"":76.06,""lastScore"":33.33},{""goal"":13,""variationValue"":6.52,""variationScale"":""UP"",""currentScore"":75.45,""lastScore"":70.53},{""goal"":14,""variationValue"":0.0,""variationScale"":""EQUAL"",""currentScore"":4.7,""lastScore"":4.7},{""goal"":15,""variationValue"":84.29,""variationScale"":""UP"",""currentScore"":20.12,""lastScore"":3.16},{""goal"":16,""variationValue"":-80.05,""variationScale"":""DOWN"",""currentScore"":55.54,""lastScore"":100.0},{""goal"":17,""variationValue"":66.89,""variationScale"":""UP"",""currentScore"":17.67,""lastScore"":5.85}]",False
2026-08-26T22:38:28Z,buscarPanoramaOdsCidades,root,4310850,Jaboticaba (RS),Rio Grande do Sul,3779,2025,2015,"[{""goal"":1,""variationValue"":-31.0,""variationScale"":""DOWN"",""currentScore"":35.93,""lastScore"":47.07},{""goal"":2,""variationValue"":-31.27,""variationScale"":""DOWN"",""currentScore"":41.6,""lastScore"":54.61},{""goal"":3,""variationValue"":10.97,""variationScale"":""UP"",""currentScore"":70.73,""lastScore"":62.97},{""goal"":4,""variationValue"":11.48,""variationScale"":""UP"",""currentScore"":65.09,""lastScore"":57.62},{""goal"":5,""variationValue"":23.43,""variationScale"":""UP"",""currentScore"":54.68,""lastScore"":41.87},{""goal"":6,""variationValue"":30.43,""variationScale"":""UP"",""currentScore"":55.43,""lastScore"":38.56},{""goal"":7,""variationValue"":-32.98,""variationScale"":""DOWN"",""currentScore"":71.84,""lastScore"":95.53},{""goal"":8,""variationValue"":-5.71,""variationScale"":""DOWN"",""currentScore"":51.97,""lastScore"":54.94},{""goal"":9,""variationValue"":64.92,""variationScale"":""UP"",""currentScore"":38.2,""lastScore"":13.4},{""goal"":10,""variationValue"":-0.54,""variationScale"":""EQUAL"",""currentScore"":64.28,""lastScore"":64.63},{""goal"":11,""variationValue"":-23.7,""variationScale"":""DOWN"",""currentScore"":78.55,""lastScore"":97.17},{""goal"":12,""variationValue"":27.09,""variationScale"":""UP"",""currentScore"":57.59,""lastScore"":41.99},{""goal"":13,""variationValue"":16.22,""variationScale"":""UP"",""currentScore"":78.68,""lastScore"":65.92},{""goal"":14,""variationValue"":0.0,""variationScale"":""EQUAL"",""currentScore"":0.0,""lastScore"":0.0},{""goal"":15,""variationValue"":92.49,""variationScale"":""UP"",""currentScore"":26.76,""lastScore"":2.01},{""goal"":16,""variationValue"":-24.75,""variationScale"":""DOWN"",""currentScore"":80.16,""lastScore"":100.0},{""goal"":17,""variationValue"":0.0,""variationScale"":""EQUAL"",""currentScore"":20.08,""lastScore"":0.0}]",False
2026-08-26T22:38:28Z,buscarPanoramaOdsCidades,root,3114402,Carmo do Rio Claro (MG),Minas Gerais,20954,2025,2015,"[{""goal"":1,""variationValue"":-0.6,""variationScale"":""EQUAL"",""currentScore"":55.01,""lastScore"":55.34},{""goal"":2,""variationValue"":-37.88,""variationScale"":""DOWN"",""currentScore"":47.07,""lastScore"":64.9},{""goal"":3,""variationValue"":7.4,""variationScale"":""UP"",""currentScore"":74.42,""lastScore"":68.91},{""goal"":4,""variationValue"":9.67,""variationScale"":""UP"",""currentScore"":60.9,""lastScore"":55.01},{""goal"":5,""variationValue"":61.33,""variationScale"":""UP"",""currentScore"":65.22,""lastScore"":25.22},{""goal"":6,""variationValue"":10.79,""variationScale"":""UP"",""currentScore"":65.89,""lastScore"":58.78},{""goal"":7,""variationValue"":-8.18,""variationScale"":""DOWN"",""currentScore"":90.75,""lastScore"":98.17},{""goal"":8,""variationValue"":-19.47,""variationScale"":""DOWN"",""currentScore"":50.75,""lastScore"":60.63},{""goal"":9,""variationValue"":-72.02,""variationScale"":""DOWN"",""currentScore"":16.44,""lastScore"":28.28},{""goal"":10,""variationValue"":11.69,""variationScale"":""UP"",""currentScore"":48.01,""lastScore"":42.4},{""goal"":11,""variationValue"":-15.72,""variationScale"":""DOWN"",""currentScore"":84.82,""lastScore"":98.15},{""goal"":12,""variationValue"":40.95,""variationScale"":""UP"",""currentScore"":56.44,""lastScore"":33.33},{""goal"":13,""variationValue"":-5.98,""variationScale"":""DOWN"",""currentScore"":71.42,""lastScore"":75.69},{""goal"":14,""variationValue"":0.0,""variationScale"":""EQUAL"",""currentScore"":0.0,""lastScore"":0.0},{""goal"":15,""variationValue"":87.67,""variationScale"":""UP"",""currentScore"":26.85,""lastScore"":3.31},{""goal"":16,""variationValue"":38.61,""variationScale"":""UP"",""currentScore"":64.07,""lastScore"":39.33},{""goal"":17,""variationValue"":53.11,""variationScale"":""UP"",""currentScore"":13.5,""lastScore"":6.33}]",False
2026-08-26T22:38:28Z,buscarPanoramaOdsCidades,root,3105608,Barbacena (MG),Minas Gerais,125317,2025,2015,"[{""goal"":1,""variationValue"":-17.23,""variationScale"":""DOWN"",""currentScore"":50.32,""lastScore"":58.99},{""goal"":2,""variationValue"":12.77,""variationScale"":""UP"",""currentScore"":40.34,""lastScore"":35.19},{""goal"":3,""variationValue"":-20.01,""variationScale"":""DOWN"",""currentScore"":62.68,""lastScore"":75.22},{""goal"":4,""variationValue"":18.22,""variationScale"":""UP"",""currentScore"":64.31,""lastScore"":52.59},{""goal"":5,""variationValue"":62.64,""variationScale"":""UP"",""currentScore"":56.39,""lastScore"":21.07},{""goal"":6,""variationValue"":2.99,""variationScale"":""EQUAL"",""currentScore"":68.93,""lastScore"":66.87},{""goal"":7,""variationValue"":-8.47,""variationScale"":""DOWN"",""currentScore"":91.03,""lastScore"":98.74},{""goal"":8,""variationValue"":-14.73,""variationScale"":""DOWN"",""currentScore"":37.27,""lastScore"":42.76},{""goal"":9,""variationValue"":-183.92,""variationScale"":""DOWN"",""currentScore"":17.48,""lastScore"":49.63},{""goal"":10,""variationValue"":-17.68,""variationScale"":""DOWN"",""currentScore"":54.81,""lastScore"":64.5},{""goal"":11,""variationValue"":-32.79,""variationScale"":""DOWN"",""currentScore"":58.0,""lastScore"":77.02},{""goal"":12,""variationValue"":66.67,""variationScale"":""UP"",""currentScore"":100.0,""lastScore"":33.33},{""goal"":13,""variationValue"":-38.66,""variationScale"":""DOWN"",""currentScore"":66.53,""lastScore"":92.25},{""goal"":14,""variationValue"":0.0,""variationScale"":""EQUAL"",""currentScore"":18.55,""lastScore"":18.55},{""goal"":15,""variationValue"":98.96,""variationScale"":""UP"",""currentScore"":26.83,""lastScore"":0.28},{""goal"":16,""variationValue"":0.21,""variationScale"":""EQUAL"",""currentScore"":61.49,""lastScore"":61.36},{""goal"":17,""variationValue"":25.11,""variationScale"":""UP"",""currentScore"":16.61,""lastScore"":12.44}]",False
2026-08-26T22:38:28Z,buscarPanoramaOdsCidades,root,3546009,Santa Branca (SP),São Paulo,13975,2025,2015,"[{""goal"":1,""variationValue"":-16.6,""variationScale"":""DOWN"",""currentScore"":52.59,""lastScore"":61.32},{""goal"":2,""variationValue"":-83.78,""variationScale"":""DOWN"",""currentScore"":35.94,""lastScore"":66.05},{""goal"":3,""variationValue"":-0.92,""variationScale"":""EQUAL"",""currentScore"":60.93,""lastScore"":61.49},{""goal"":4,""variationValue"":24.93,""variationScale"":""UP"",""currentScore"":57.47,""lastScore"":43.14},{""goal"":5,""variationValue"":72.92,""variationScale"":""UP"",""currentScore"":48.0,""lastScore"":13.0},{""goal"":6,""variationValue"":-24.02,""variationScale"":""DOWN"",""currentScore"":50.45,""lastScore"":62.57},{""goal"":7,""variationValue"":-17.6,""variationScale"":""DOWN"",""currentScore"":83.14,""lastScore"":97.77},{""goal"":8,""variationValue"":-25.45,""variationScale"":""DOWN"",""currentScore"":40.31,""lastScore"":50.57},{""goal"":9,""variationValue"":-190.87,""variationScale"":""DOWN"",""currentScore"":23.88,""lastScore"":69.46},{""goal"":10,""variationValue"":-42.95,""variationScale"":""DOWN"",""currentScore"":52.04,""lastScore"":74.39},{""goal"":11,""variationValue"":-5.45,""variationScale"":""DOWN"",""currentScore"":82.43,""lastScore"":86.92},{""goal"":12,""variationValue"":66.67,""variationScale"":""UP"",""currentScore"":100.0,""lastScore"":33.33},{""goal"":13,""variationValue"":-12.48,""variationScale"":""DOWN"",""currentScore"":82.13,""lastScore"":92.38},{""goal"":14,""variationValue"":0.0,""variationScale"":""EQUAL"",""currentScore"":0.0,""lastScore"":0.0},{""goal"":15,""variationValue"":95.02,""variationScale"":""UP"",""currentScore"":23.69,""lastScore"":1.18},{""goal"":16,""variationValue"":-39.16,""variationScale"":""DOWN"",""currentScore"":71.86,""lastScore"":100.0},{""goal"":17,""variationValue"":48.82,""variationScale"":""UP"",""currentScore"":26.69,""lastScore"":13.66}]",False
